,fitness
0,0.0019899141875083792
1,0.0009817543321735123
2,0.0012564253058120478
3,0.0023406085806993993
4,0.0007721947712799881
5,0.00020446500305881798
6,0.0018298506917848734
7,0.002564032109930725
8,0.0009120438601653014
9,0.002113993235131506
0,0.0009581438423649
1,0.0025823698466855
2,0.0015364648059947
3,0.0025097326015459
4,0.0010749580339077
5,0.0021568504003224
6,0.0031815960315211
7,0.0004791324959012
8,0.0037047828344225
9,0.0005621395007229
10,0.0022667268988603
11,0.0018737158968531
12,0.0018201123916523
13,0.0018517481557656
14,0.0009952106303576
15,0.0056721376014654
16,0.0021459971681534
17,0.0051161871222054
18,0.0028075889398739
19,0.0016830607341131
